"Target Group";Subcamp;"Original Order Number";Country;"Troop Name";"Kid ID Code"
SC1_G120;1;IST-49187;"The Netherlands";"St. Stanislaus";3IaFu3iz-22
SC1_G121;1;IST-70602;"United States";"Troop 69 Vogelweh";PuPKLxRE-1
SC1_G121;1;IST-70602;"United States";"Troop 69 Vogelweh";dheBQKUk-2
SC1_G121;1;IST-19439;Poland;Nebula;jqKQeyXp-3
SC1_G121;1;IST-19439;Poland;Nebula;djGFTJ5F-4
SC1_G121;1;IST-13297;"The Netherlands";"Scouting Den Oever";8rCMSiPn-5
SC1_G121;1;IST-13297;"The Netherlands";"Scouting Den Oever";jtIbgRcf-4
SC1_G121;1;IST-11133;GB;"DPSG Kempen";QJE5gsZN-151
SC1_G121;1;IST-11133;GB;"DPSG Kempen";w23pJyCd-150
SC1_G121;1;IST-11233;"The Netherlands";"Scouting Uotha";oNm2A0WY-12
SC1_G121;1;IST-11233;"The Netherlands";"Scouting Uotha";0VVZU72R-11
SC1_G122;1;IST-27230;"The Netherlands";"De Peelspeurders";v3x8dL60-28
SC1_G122;1;IST-18820;Germany;"DPSG Stamm Cherusker";U0NYPMCS-13
SC1_G122;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";P0EhwoKZ-43
SC1_G122;1;IST-27230;"The Netherlands";"De Peelspeurders";VG89cFTP-27
SC1_G122;1;IST-29006;"Czech Republic";Vizovice;3qxBXtiz-6
SC1_G122;1;IST-11133;Germany;"DPSG Kempen";ngUkcUj6-108
SC1_G122;1;IST-11133;Germany;"DPSG Kempen";pH2a6tOz-109
SC1_G122;1;IST-18820;Germany;"DPSG Stamm Cherusker";AFYHxmMA-12
SC1_G122;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";JF8kG7wp-42
SC1_G122;1;IST-29006;"Czech Republic";Vizovice;0aMeimWn-7
SC1_G123;1;IST-11133;Germany;"DPSG Kempen";6f7xmAuT-19
SC1_G123;1;IST-21250;"Czech Republic";"Ústecká dvojka";HXK9jfrd-6
SC1_G123;1;IST-21250;"Czech Republic";"Ústecká dvojka";DhpHvD0n-5
SC1_G123;1;IST-20570;Poland;Granda;0VnmhdZr-6
SC1_G123;1;IST-13607;"United States";"Troop 12";JB6I3LnP-7
SC1_G123;1;IST-13607;"United States";"Troop 12";TIwKwMMe-6
SC1_G123;1;IST-95976;Belgium;"Brussels Explorers";CzeOlWlS-12
SC1_G123;1;IST-20570;Poland;Granda;796lNn6M-5
SC1_G123;1;IST-11133;Germany;"DPSG Kempen";WYofZCOw-18
SC1_G123;1;IST-95976;Belgium;"Brussels Explorers";noFHUJgs-11
SC1_G124;1;IST-64335;"Czech Republic";"Středisko Severka";zhL3nXDs-8
SC1_G124;1;IST-11133;Germany;"DPSG Kempen";oAuzxRvb-53
SC1_G124;1;IST-11133;Germany;"DPSG Kempen";tDsUvGV2-52
SC1_G124;1;IST-13152;"The Netherlands";"Scouting Groessen";yS58zO2o-3
SC1_G124;1;IST-13152;"The Netherlands";"Scouting Groessen";XNAIq1g4-2
SC1_G124;1;IST-13152;"The Netherlands";"Scouting Groessen";oXWc7bKL-1
SC1_G124;1;IST-64335;"Czech Republic";"Středisko Severka";MZTkXYgt-9
SC1_G124;1;IST-11762;"Czech Republic";JK;1oXVDcoL-7
SC1_G124;1;IST-11762;"Czech Republic";JK;sI7vUc4K-8
SC1_G125;1;IST-19148;"The Netherlands";"Scouting Polaris";knaJn3Kr-9
SC1_G125;1;IST-97908;"Czech Republic";Artemis/Ontario;GrX89v5B-9
SC1_G125;1;IST-12955;Poland;"Brzęczące Chrabąszcze";Sgnhb2Cp-3
SC1_G125;1;IST-12955;Poland;"Brzęczące Chrabąszcze";FtVNmbpZ-2
SC1_G125;1;IST-97908;"Czech Republic";Artemis/Ontario;ML3O0IPt-10
SC1_G125;1;IST-51638;"United States";"Scouting America Troop 325G";rsM1gQJ3-8
SC1_G125;1;IST-51638;"United States";"Scouting America Troop 325G";0xFHsg51-7
SC1_G125;1;IST-12955;Poland;"Brzęczące Chrabąszcze";Nshqe2Ie-1
SC1_G125;1;IST-19148;"The Netherlands";"Scouting Polaris";UJyYu2K5-8
SC1_G126;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";UCKOGsQ2-1
SC1_G126;1;IST-17468;Poland;71N;GJnKtnsE-6
SC1_G126;1;IST-17468;Poland;71N;JPfwWFSP-5
SC1_G126;1;;Poland;;BJRureou-22
SC1_G126;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";BFb6uanS-3
SC1_G126;1;;Poland;;F3pImcqk-23
SC1_G126;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";q5pTGnMQ-2
SC1_G126;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";d2ksGgvM-28
SC1_G126;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";rptN8Q2l-27
SC1_G127;1;IST-11233;"The Netherlands";"Scouting Uotha";wd2gF400-14
SC1_G127;1;IST-87889;"United States";"Girl Scouts of the USA";N4rYtNwq-16
SC1_G127;1;IST-18013;Poland;Watrzaki;HBxqnikn-9
SC1_G127;1;IST-70602;"United States";"Troop 69 Vogelweh";zxPERrQ4-3
SC1_G127;1;IST-70602;"United States";"Troop 69 Vogelweh";A8835mnh-4
SC1_G127;1;IST-18013;Poland;Watrzaki;FqIviVEp-8
SC1_G127;1;IST-11233;"The Netherlands";"Scouting Uotha";L81bfgMr-13
SC1_G127;1;IST-41645;Germany;"St Nikolaus Gangelt";8a1ldXKU-11
SC1_G127;1;IST-41645;Germany;"St Nikolaus Gangelt";10LEzrVJ-12
SC1_G127;1;IST-87889;"United States";"Girl Scouts of the USA";v7PXGnZx-15
SC1_G128;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";VXmCihrz-1
SC1_G128;1;IST-13297;"The Netherlands";"Scouting Den Oever";vUYeoSne-7
SC1_G128;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";0xVg2Cuw-3
SC1_G128;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";K1tGuOiI-2
SC1_G128;1;IST-64029;"United States";"1920G- Boy Scouts of America";SJLnJhFI-4
SC1_G128;1;IST-20023;"Czech Republic";"Děti přírody";fEr0GaiC-3
SC1_G128;1;IST-20023;"Czech Republic";"Děti přírody";y7PRuOfh-2
SC1_G128;1;IST-20023;"Czech Republic";"Děti přírody";ajEk72r1-1
SC1_G128;1;IST-64029;"United States";"1920G- Boy Scouts of America";58KqBlBg-5
SC1_G128;1;IST-13297;"The Netherlands";"Scouting Den Oever";ctngWvyE-6
SC1_G129;1;IST-13607;"United States";"Troop 12";JAzdxUGq-9
SC1_G129;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";Asn4I1K8-11
SC1_G129;1;IST-21250;"Czech Republic";"Ústecká dvojka";S9MwIzFe-7
SC1_G129;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";0Xa5Kk0M-12
SC1_G129;1;IST-21250;"Czech Republic";"Ústecká dvojka";68IkO0Uh-8
SC1_G129;1;IST-29006;"Czech Republic";Vizovice;XmsGabmU-8
SC1_G129;1;IST-11133;GB;"DPSG Kempen";UauQaYMJ-153
SC1_G129;1;IST-11133;GB;"DPSG Kempen";XQgIyA2b-152
SC1_G129;1;IST-13607;"United States";"Troop 12";vArJPalI-8
SC1_G129;1;IST-29006;"Czech Republic";Vizovice;H7AJbly7-9
SC1_G13;1;IST-12821;"United States";"Atomic Tacos";xcHEl0CA-9
SC1_G13;1;IST-21261;Germany;"DPSG Moers St. Josef";LCqACEBJ-13
SC1_G13;1;IST-21179;"Czech Republic";"2. Oddíl (DSS)";GvbmQnwJ-2
SC1_G13;1;IST-21179;"Czech Republic";"2. Oddíl (DSS)";LyIlq67b-1
SC1_G13;1;IST-11133;GB;"DPSG Kempen";BZcKETX4-178
SC1_G13;1;IST-11133;GB;"DPSG Kempen";BN8W5K3C-179
SC1_G13;1;IST-12821;"United States";"Atomic Tacos";HXbIePew-10
SC1_G13;1;IST-17219;Poland;"13WDH patrol starszoharcerski";jWiBnCp0-3
SC1_G13;1;IST-17219;Poland;"13WDH patrol starszoharcerski";ikmQwPQs-4
SC1_G13;1;IST-21261;Germany;"DPSG Moers St. Josef";pk991FwW-12
SC1_G130;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";CN8qAaJQ-44
SC1_G130;1;IST-19439;Poland;Nebula;O0jMmWbO-6
SC1_G130;1;IST-20570;Poland;Granda;mT3IxBQ8-7
SC1_G130;1;IST-20570;Poland;Granda;RE6vThip-8
SC1_G130;1;IST-64335;"Czech Republic";"Středisko Severka";Ayzup02s-10
SC1_G130;1;IST-64335;"Czech Republic";"Středisko Severka";ury0pN1d-11
SC1_G130;1;IST-19439;Poland;Nebula;dUnhoR3c-5
SC1_G130;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";F1mAm9Uw-45
SC1_G130;1;IST-11133;Germany;"DPSG Kempen";1M3TF2D4-110
SC1_G130;1;IST-11133;Germany;"DPSG Kempen";LsKyr0MW-111
SC1_G131;1;IST-11762;"Czech Republic";JK;woTeZ3E6-9
SC1_G131;1;IST-27230;"The Netherlands";"De Peelspeurders";d4eKUcvQ-30
SC1_G131;1;IST-27230;"The Netherlands";"De Peelspeurders";9Q1CLfD1-29
SC1_G131;1;IST-11762;"Czech Republic";JK;QOBib1dd-10
SC1_G131;1;IST-13152;"The Netherlands";"Scouting Groessen";ynHoBhUz-5
SC1_G131;1;IST-13152;"The Netherlands";"Scouting Groessen";OxDNpZEh-4
SC1_G131;1;IST-18013;Poland;Watrzaki;5l5ZIKE2-10
SC1_G131;1;IST-17468;Poland;71N;Yjv381KK-8
SC1_G131;1;IST-18013;Poland;Watrzaki;vLHpJk6V-11
SC1_G131;1;IST-17468;Poland;71N;GyDzGFoZ-7
SC1_G132;1;IST-13297;"The Netherlands";"Scouting Den Oever";qBfB0qbk-8
SC1_G132;1;IST-12955;Poland;"Brzęczące Chrabąszcze";Vjjot9SN-5
SC1_G132;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";0vNNRpBd-5
SC1_G132;1;IST-13297;"The Netherlands";"Scouting Den Oever";Mg873NDU-9
SC1_G132;1;IST-11133;Germany;"DPSG Kempen";lQGpu6SS-20
SC1_G132;1;IST-11233;"The Netherlands";"Scouting Uotha";AIVvarnX-16
SC1_G132;1;IST-11133;Germany;"DPSG Kempen";uabv1ugm-21
SC1_G132;1;IST-11233;"The Netherlands";"Scouting Uotha";bATYvBZd-15
SC1_G132;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";RhD5mYcr-4
SC1_G132;1;IST-12955;Poland;"Brzęczące Chrabąszcze";CnUhW6o9-4
SC1_G133;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";1LrPpwMt-4
SC1_G133;1;IST-70602;"United States";"Troop 69 Vogelweh";AddxUi0J-6
SC1_G133;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";bqCeMGN6-29
SC1_G133;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";dsAJx4Pa-30
SC1_G133;1;IST-87889;"United States";"Girl Scouts of the USA";lIknBohh-18
SC1_G133;1;IST-87889;"United States";"Girl Scouts of the USA";2anzEIbJ-17
SC1_G133;1;IST-11133;Germany;"DPSG Kempen";yggPQ3iN-113
SC1_G133;1;IST-11133;Germany;"DPSG Kempen";dVyjMwHY-112
SC1_G133;1;IST-70602;"United States";"Troop 69 Vogelweh";KsIieAH8-5
SC1_G133;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";62YBFkvc-5
SC1_G134;1;IST-21250;"Czech Republic";"Ústecká dvojka";tRnHdJue-9
SC1_G134;1;IST-21250;"Czech Republic";"Ústecká dvojka";kwoVtYTm-10
SC1_G134;1;IST-13607;"United States";"Troop 12";2jRnF3zd-10
SC1_G134;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";pQwlG39b-13
SC1_G134;1;IST-29006;"Czech Republic";Vizovice;48HiXoDR-11
SC1_G134;1;IST-13607;"United States";"Troop 12";Gn7xLtGS-11
SC1_G134;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";SloI5KGj-14
SC1_G134;1;IST-29006;"Czech Republic";Vizovice;RtOq0zEk-10
SC1_G134;1;IST-13423;Germany;"DPSG Phönix Bonn";eo9lRQrK-2
SC1_G134;1;IST-13423;Germany;"DPSG Phönix Bonn";kYhvcEwI-1
SC1_G135;1;IST-64029;"United States";"1920G- Boy Scouts of America";xaaqxpFX-6
SC1_G135;1;IST-64335;"Czech Republic";"Středisko Severka";SBhlxz2v-13
SC1_G135;1;IST-64335;"Czech Republic";"Středisko Severka";pgaVx9cr-12
SC1_G135;1;IST-17697;Poland;Feniksiątka;Oc8F1WIH-3
SC1_G135;1;IST-19439;Poland;Nebula;jhdGMVzI-7
SC1_G135;1;IST-19439;Poland;Nebula;7tI3FrEH-8
SC1_G135;1;IST-18637;Poland;Gwardians;d8GKZzvW-1
SC1_G135;1;IST-17697;Poland;Feniksiątka;rhQvuJH7-2
SC1_G135;1;IST-17697;Poland;Feniksiątka;NikDlaJF-1
SC1_G135;1;IST-18637;Poland;Gwardians;CUNoSmVU-2
SC1_G135;1;IST-64029;"United States";"1920G- Boy Scouts of America";tgRR8Q3Q-7
SC1_G136;1;IST-11512;Poland;"71 A";9cXyOf0H-3
SC1_G136;1;IST-11512;Poland;"71 A";XxDs4Izo-2
SC1_G136;1;IST-11512;Poland;"71 A";LRtF5PDv-1
SC1_G136;1;IST-11133;GB;"DPSG Kempen";AaH1LIe1-155
SC1_G136;1;IST-49187;"The Netherlands";"St. Stanislaus";5S5jvgrc-25
SC1_G136;1;IST-49187;"The Netherlands";"St. Stanislaus";YxGReanr-24
SC1_G136;1;IST-11133;GB;"DPSG Kempen";qoiz1Szh-154
SC1_G136;1;IST-96201;Poland;"Czata wymiata";XaPlV6xm-5
SC1_G136;1;IST-96201;Poland;"Czata wymiata";1otCMofq-4
SC1_G137;1;IST-27230;"The Netherlands";"De Peelspeurders";toobJ2l5-31
SC1_G137;1;IST-27230;"The Netherlands";"De Peelspeurders";Qtw7OQSB-32
SC1_G137;1;IST-13297;"The Netherlands";"Scouting Den Oever";sxlPd3M5-10
SC1_G137;1;IST-11233;"The Netherlands";"Scouting Uotha";8wEPFIRq-18
SC1_G137;1;IST-13152;"The Netherlands";"Scouting Groessen";GvlE2bnX-6
SC1_G137;1;IST-13152;"The Netherlands";"Scouting Groessen";8nn56WDF-7
SC1_G137;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";Hb9p1ZsY-46
SC1_G137;1;IST-13297;"The Netherlands";"Scouting Den Oever";QF6nLXZ4-11
SC1_G137;1;IST-11233;"The Netherlands";"Scouting Uotha";vzgUEMWE-17
SC1_G137;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";wJfcSgX5-47
SC1_G138;1;IST-11762;"Czech Republic";JK;H6iJbb1g-12
SC1_G138;1;IST-21250;"Czech Republic";"Ústecká dvojka";WD9ZN03w-12
SC1_G138;1;IST-11133;Germany;"DPSG Kempen";2VQMUkEh-22
SC1_G138;1;IST-11133;Germany;"DPSG Kempen";C70AFRjM-23
SC1_G138;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";MUc8Ux6R-7
SC1_G138;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";5czOgF6j-6
SC1_G138;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";dgh0LOzN-6
SC1_G138;1;IST-21250;"Czech Republic";"Ústecká dvojka";cWWNUkam-11
SC1_G138;1;IST-11762;"Czech Republic";JK;7phH0dNr-11
SC1_G138;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";uV0NPuE2-7
SC1_G139;1;IST-11133;Germany;"DPSG Kempen";DO1xDBjw-54
SC1_G139;1;IST-11133;Germany;"DPSG Kempen";F5LXMtLm-55
SC1_G139;1;IST-22412;Poland;"Łosie z Górnej półki";mcECWlTG-2
SC1_G139;1;IST-22412;Poland;"Łosie z Górnej półki";fe0zjugm-3
SC1_G139;1;IST-46593;Germany;"DPSG Wegberg";GKvUuhsS-26
SC1_G139;1;IST-46593;Germany;"DPSG Wegberg";CIt8m69C-25
SC1_G139;1;IST-22412;Poland;"Łosie z Górnej półki";Ip7ATJaK-1
SC1_G139;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";vrafd8cz-14
SC1_G139;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";mWLXaD8z-15
SC1_G14;1;IST-37418;"United States";"SHAPE Troop 325B";OHWyvd7M-3
SC1_G14;1;IST-92152;"Czech Republic";"Orion Kladno";vvQvw42g-5
SC1_G14;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";fxnLT4K1-4
SC1_G14;1;IST-32540;"Czech Republic";Platan;M1jIOEwI-16
SC1_G14;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";VuIzGb0l-3
SC1_G14;1;IST-92152;"Czech Republic";"Orion Kladno";wrCoso7l-6
SC1_G14;1;;Poland;;coK5PPdo-35
SC1_G14;1;IST-37418;"United States";"SHAPE Troop 325B";gBATjB6f-4
SC1_G14;1;;Poland;;gC3KWMls-34
SC1_G14;1;IST-32540;"Czech Republic";Platan;y4d9CsQp-15
SC1_G140;1;IST-97908;"Czech Republic";Artemis/Ontario;Onc4DAQy-12
SC1_G140;1;IST-12623;"United States";Radioactive;zijOe7li-3
SC1_G140;1;IST-97908;"Czech Republic";Artemis/Ontario;5PyDUtpS-11
SC1_G140;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";bqhMBGlC-31
SC1_G140;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";s8JXBaqD-32
SC1_G140;1;IST-12623;"United States";Radioactive;qEXFhaLB-1
SC1_G140;1;IST-12623;"United States";Radioactive;eG7dS2Nv-2
SC1_G140;1;IST-13607;"United States";"Troop 12";uHqtQKvR-12
SC1_G140;1;IST-13607;"United States";"Troop 12";P8MhjXY1-13
SC1_G141;1;IST-29006;"Czech Republic";Vizovice;Ai9UpiHN-13
SC1_G141;1;IST-11133;Germany;"DPSG Kempen";ZWmqWOKF-115
SC1_G141;1;IST-87889;"United States";"Girl Scouts of the USA";zG97DhnZ-20
SC1_G141;1;IST-64335;"Czech Republic";"Středisko Severka";Q3RseUw4-15
SC1_G141;1;IST-64335;"Czech Republic";"Středisko Severka";tSxd7NPM-14
SC1_G141;1;IST-13423;Germany;"DPSG Phönix Bonn";8I3xI598-3
SC1_G141;1;IST-13423;Germany;"DPSG Phönix Bonn";SVdNAIl4-4
SC1_G141;1;IST-87889;"United States";"Girl Scouts of the USA";KtV9Bx7v-19
SC1_G141;1;IST-11133;Germany;"DPSG Kempen";TNOg5f7S-114
SC1_G141;1;IST-29006;"Czech Republic";Vizovice;50wq3UNt-12
SC1_G142;1;IST-64029;"United States";"1920G- Boy Scouts of America";67F9s68p-8
SC1_G142;1;IST-18637;Poland;Gwardians;g39ROrwR-4
SC1_G142;1;IST-18637;Poland;Gwardians;3CzlkyFg-3
SC1_G142;1;IST-64029;"United States";"1920G- Boy Scouts of America";x01mG5y3-9
SC1_G142;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";Tx9b9GTh-15
SC1_G142;1;IST-17697;Poland;Feniksiątka;gJxnpOnx-5
SC1_G142;1;IST-11512;Poland;"71 A";3wfRVzuf-4
SC1_G142;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";ab5Vdkyf-16
SC1_G142;1;IST-17697;Poland;Feniksiątka;SphICEfZ-4
SC1_G142;1;IST-11512;Poland;"71 A";pBxfKTnx-5
SC1_G143;1;IST-13152;"The Netherlands";"Scouting Groessen";CKYcuW6Y-9
SC1_G143;1;IST-11133;GB;"DPSG Kempen";hh8Z1Dwq-157
SC1_G143;1;IST-19439;Poland;Nebula;uXgXQjBA-9
SC1_G143;1;IST-11233;"The Netherlands";"Scouting Uotha";Onqkdayt-19
SC1_G143;1;IST-11133;GB;"DPSG Kempen";DhZsI95O-156
SC1_G143;1;IST-11233;"The Netherlands";"Scouting Uotha";5vhi1qmQ-20
SC1_G143;1;IST-13297;"The Netherlands";"Scouting Den Oever";y8HpTi2b-12
SC1_G143;1;IST-13297;"The Netherlands";"Scouting Den Oever";FCjd5NZ4-13
SC1_G143;1;IST-13152;"The Netherlands";"Scouting Groessen";TwdMW2Og-8
SC1_G143;1;IST-19439;Poland;Nebula;jfDNlWra-10
SC1_G144;1;IST-11133;Germany;"DPSG Kempen";fW5wta5A-117
SC1_G144;1;IST-27230;"The Netherlands";"De Peelspeurders";rAMV3a7V-34
SC1_G144;1;IST-27230;"The Netherlands";"De Peelspeurders";db28huDS-33
SC1_G144;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";PGn5g8tm-8
SC1_G144;1;IST-11762;"Czech Republic";JK;PJQEtF2g-13
SC1_G144;1;IST-11762;"Czech Republic";JK;y6q1VPsG-14
SC1_G144;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";FJ9Lb3Ku-8
SC1_G144;1;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";dGE41XCg-9
SC1_G144;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";QlvCIj40-9
SC1_G144;1;IST-11133;Germany;"DPSG Kempen";LqA3k91I-116
SC1_G145;1;IST-13607;"United States";"Troop 12";jK7tdhyF-15
SC1_G145;1;IST-11133;Germany;"DPSG Kempen";9kzk8DWl-25
SC1_G145;1;IST-13607;"United States";"Troop 12";5W6O68yv-14
SC1_G145;1;IST-12623;"United States";Radioactive;5KZAWJY3-5
SC1_G145;1;IST-12623;"United States";Radioactive;E5fAgUYC-4
SC1_G145;1;IST-21250;"Czech Republic";"Ústecká dvojka";uMOiDVnT-13
SC1_G145;1;IST-22412;Poland;"Łosie z Górnej półki";N2B6klhn-4
SC1_G145;1;IST-22412;Poland;"Łosie z Górnej półki";xbpIXCgw-5
SC1_G145;1;IST-21250;"Czech Republic";"Ústecká dvojka";JS399uiY-14
SC1_G145;1;IST-11133;Germany;"DPSG Kempen";eHskdu5u-24
SC1_G146;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";v6U21pez-34
SC1_G146;1;IST-54674;"Czech Republic";Stopa;W75OCMXe-2
SC1_G146;1;IST-54674;"Czech Republic";Stopa;1KixK7lh-1
SC1_G146;1;IST-81258;"Czech Republic";Blaník;fJH5maAj-1
SC1_G146;1;IST-81258;"Czech Republic";Blaník;OmFqltm5-2
SC1_G146;1;IST-17697;Poland;Feniksiątka;bC0r2pZ8-7
SC1_G146;1;IST-87889;"United States";"Girl Scouts of the USA";fSnzUgiN-21
SC1_G146;1;IST-87889;"United States";"Girl Scouts of the USA";CZuolb1M-22
SC1_G146;1;IST-17697;Poland;Feniksiątka;9bJ2sjxX-6
SC1_G146;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";S8F8vvFs-33
SC1_G147;1;IST-18637;Poland;Gwardians;Ukv2mVyX-5
SC1_G147;1;IST-13297;"The Netherlands";"Scouting Den Oever";KVMjdaNk-14
SC1_G147;1;IST-13423;Germany;"DPSG Phönix Bonn";qoE5sL1u-5
SC1_G147;1;IST-13423;Germany;"DPSG Phönix Bonn";GDyaueVx-6
SC1_G147;1;IST-18637;Poland;Gwardians;U4vPerQn-6
SC1_G147;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";5q4pDpSH-17
SC1_G147;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";0L9QyH2Z-18
SC1_G147;1;IST-11512;Poland;"71 A";PaIfm5dD-7
SC1_G147;1;IST-11512;Poland;"71 A";dXqxc8n0-6
SC1_G147;1;IST-13297;"The Netherlands";"Scouting Den Oever";QHVHEKu8-15
SC1_G148;1;IST-13152;"The Netherlands";"Scouting Groessen";iugqw2oe-10
SC1_G148;1;IST-11233;"The Netherlands";"Scouting Uotha";sxjsnB9y-22
SC1_G148;1;IST-11133;Germany;"DPSG Kempen";UjwCD3mR-118
SC1_G148;1;IST-64029;"United States";"1920G- Boy Scouts of America";29gl6Otj-11
SC1_G148;1;IST-13152;"The Netherlands";"Scouting Groessen";FnBbB64R-11
SC1_G148;1;IST-19439;Poland;Nebula;1br9UFMG-12
SC1_G148;1;IST-19439;Poland;Nebula;I5e5GKde-11
SC1_G148;1;IST-64029;"United States";"1920G- Boy Scouts of America";BMb9ybYg-10
SC1_G148;1;IST-11233;"The Netherlands";"Scouting Uotha";92zD2jfG-21
SC1_G148;1;IST-11133;Germany;"DPSG Kempen";NR6agwAl-119
SC1_G149;1;IST-46593;Germany;"DPSG Wegberg";IqqU9o3z-2
SC1_G149;1;IST-46593;Germany;"DPSG Wegberg";aPaSQEs9-1
SC1_G149;1;IST-27230;"The Netherlands";"De Peelspeurders";Veelgdck-35
SC1_G149;1;IST-11133;GB;"DPSG Kempen";48x0uM9H-159
SC1_G149;1;IST-27230;"The Netherlands";"De Peelspeurders";DiU5237y-36
SC1_G149;1;IST-21250;"Czech Republic";"Ústecká dvojka";hBUuIfDf-15
SC1_G149;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";Ucfx9bWe-10
SC1_G149;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";anWBCq7q-11
SC1_G149;1;IST-11133;GB;"DPSG Kempen";hg8OvddP-158
SC1_G149;1;IST-21250;"Czech Republic";"Ústecká dvojka";TTJJNWjH-16
SC1_G15;1;IST-10548;Poland;"Polish Eagles";bfShKrxX-15
SC1_G15;1;IST-10147;Poland;"Zawiercie 2";34M5iN9e-13
SC1_G15;1;IST-10147;Poland;"Zawiercie 2";fisOGWyQ-12
SC1_G15;1;IST-23477;Germany;"DPSG Stamm Alzenau";RIjHQHN7-5
SC1_G15;1;IST-23477;Germany;"DPSG Stamm Alzenau";ZcQ66mCG-4
SC1_G15;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";DnWapeZl-12
SC1_G15;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";HF25CndO-13
SC1_G15;1;IST-10548;Poland;"Polish Eagles";JJyvGMRQ-14
SC1_G15;1;IST-64944;"Czech Republic";Želivák;ipV2I7JM-1
SC1_G15;1;IST-64944;"Czech Republic";Želivák;xd4Ii7xx-2
SC1_G150;1;IST-11133;Germany;"DPSG Kempen";slE3nHnA-27
SC1_G150;1;IST-11133;Germany;"DPSG Kempen";yHI3JEX7-26
SC1_G150;1;IST-11762;"Czech Republic";JK;V6PJtIzT-15
SC1_G150;1;IST-13607;"United States";"Troop 12";FcmvjDZH-16
SC1_G150;1;IST-12623;"United States";Radioactive;dDTsHR71-6
SC1_G150;1;IST-17697;Poland;Feniksiątka;jI7iOPLF-8
SC1_G150;1;IST-17697;Poland;Feniksiątka;D55mxiOV-9
SC1_G150;1;IST-12623;"United States";Radioactive;PyUaNnVV-7
SC1_G150;1;IST-11762;"Czech Republic";JK;BWzeobps-16
SC1_G150;1;IST-13607;"United States";"Troop 12";ZhHPz8ap-17
SC1_G151;1;IST-22412;Poland;"Łosie z Górnej półki";sz8nacq9-6
SC1_G151;1;IST-87889;"United States";"Girl Scouts of the USA";88YxWCoZ-24
SC1_G151;1;IST-13297;"The Netherlands";"Scouting Den Oever";j1pc5BEF-17
SC1_G151;1;IST-13297;"The Netherlands";"Scouting Den Oever";woqquYlq-16
SC1_G151;1;IST-87889;"United States";"Girl Scouts of the USA";1HcuTPol-23
SC1_G151;1;IST-81258;"Czech Republic";Blaník;WPc5DEum-4
