"Target Group";Subcamp;"Original Order Number";Country;"Troop Name";"Kid ID Code"
SC2_G13;2;IST-64029;"United States";"1920G- Boy Scouts of America";hGeOiBdd-2
SC2_G13;2;IST-63079;Poland;"Zawiercie 1";zoYPeuRV-5
SC2_G13;2;IST-64029;"United States";"1920G- Boy Scouts of America";bQyyK9D3-1
SC2_G13;2;IST-64029;"United States";"1920G- Boy Scouts of America";Yy3iadG1-3
SC2_G13;2;IST-11133;Germany;"DPSG Kempen";KVbtAXss-133
SC2_G13;2;IST-11133;Germany;"DPSG Kempen";JDC7A318-132
SC2_G13;2;IST-63079;Poland;"Zawiercie 1";DmhlF5A8-4
SC2_G13;2;IST-83825;Poland;"FDDH 2";JmZWsiQS-10
SC2_G13;2;IST-83825;Poland;"FDDH 2";oLLqy2Mk-11
SC2_G13;2;IST-33514;Poland;"FDDH 1";ilfDPOOm-12
SC2_G13;2;IST-33514;Poland;"FDDH 1";nzsGiuZe-13
SC2_G14;2;IST-11133;Germany;"DPSG Kempen";thMil36N-135
SC2_G14;2;IST-11133;Germany;"DPSG Kempen";vqtjq3Iy-42
SC2_G14;2;IST-11133;Germany;"DPSG Kempen";hhKKZVsm-134
SC2_G14;2;IST-21266;"The Netherlands";"Scouting St. Martinus";0sJi3UZw-1
SC2_G14;2;IST-11256;GB;"1st Maisons-Laffitte International";irh2eKXJ-3
SC2_G14;2;IST-11256;GB;"1st Maisons-Laffitte International";Qyq8R7LZ-4
SC2_G14;2;IST-11133;Germany;"DPSG Kempen";9aDR0G2x-43
SC2_G14;2;IST-21266;"The Netherlands";"Scouting St. Martinus";W903Rx6s-2
SC2_G14;2;IST-21266;"The Netherlands";"Scouting St. Martinus";owWgOcwE-3
SC2_G14;2;IST-97382;"The Netherlands";"Scouting Ewijk";Ro2TKwiN-9
SC2_G14;2;IST-97382;"The Netherlands";"Scouting Ewijk";kXUtMw7Z-10
SC2_G15;2;IST-11133;Germany;"DPSG Kempen";9DPNrqGf-137
SC2_G15;2;IST-19825;Poland;"30 WDH";BfpUqh6T-3
SC2_G15;2;IST-84861;"Czech Republic";Třebechovice;NBpS7yDt-13
SC2_G15;2;IST-18979;Belgium;"Central Brussels Scouts";QhIydlGZ-4
SC2_G15;2;IST-84861;"Czech Republic";Třebechovice;yAF7XvYr-14
SC2_G15;2;IST-19825;Poland;"30 WDH";nzTUkYb3-2
SC2_G15;2;IST-19825;Poland;"30 WDH";xYlQyTAH-1
SC2_G15;2;IST-11133;Germany;"DPSG Kempen";vba3BWur-136
SC2_G15;2;IST-11133;Germany;"DPSG Kempen";Tme15p0K-13
SC2_G15;2;IST-11133;Germany;"DPSG Kempen";31p9OuTT-12
SC2_G15;2;IST-18979;Belgium;"Central Brussels Scouts";6Lh0Detd-5
SC2_G16;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";B2oFTiVG-7
SC2_G16;2;IST-87889;"United States";"Girl Scouts of the USA";pdaoT82f-24
SC2_G16;2;IST-10569;Slovakia;"zbor Irmy Ševcechovej";wY7GUm4H-2
SC2_G16;2;IST-17338;"United States";"Wiesbaden Troop";RrGkF0Gh-10
SC2_G16;2;IST-17338;"United States";"Wiesbaden Troop";wxfDmA2x-11
SC2_G16;2;IST-10569;Slovakia;"zbor Irmy Ševcechovej";ZE3e7Ujq-1
SC2_G16;2;IST-10569;Slovakia;"zbor Irmy Ševcechovej";NaVInuvs-3
SC2_G16;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";YQzvG7kH-8
SC2_G16;2;IST-87889;"United States";"Girl Scouts of the USA";fNLrCtSE-23
SC2_G17;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";h8zSep7c-13
SC2_G17;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";HxaaGOH5-14
SC2_G17;2;IST-18637;Poland;Gwardians;TE8ssNb4-2
SC2_G17;2;IST-18637;Poland;Gwardians;dA77uhel-1
SC2_G17;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";rpxDrNTq-29
SC2_G17;2;IST-11133;GB;"DPSG Kempen";wmH0fJjv-153
SC2_G17;2;IST-18820;Germany;"DPSG Stamm Cherusker";nJQTn3YJ-6
SC2_G17;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";CosOdLcw-30
SC2_G17;2;IST-11133;GB;"DPSG Kempen";RLJi0Khe-152
SC2_G17;2;IST-18820;Germany;"DPSG Stamm Cherusker";Y5Wz08Jf-7
SC2_G18;2;IST-40890;"United States";303;vJN9Uf7j-8
SC2_G18;2;IST-11133;GB;"DPSG Kempen";9Sol1zaD-178
SC2_G18;2;IST-11133;GB;"DPSG Kempen";vOb4rBlC-179
SC2_G18;2;IST-40890;"United States";303;REbgpDcv-7
SC2_G18;2;IST-54943;"Czech Republic";"AD FONTES";DRUTG1Dy-3
SC2_G18;2;IST-18688;"Czech Republic";Core;fW6eRH6u-5
SC2_G18;2;IST-18688;"Czech Republic";Core;kwAzzdlG-6
SC2_G18;2;IST-95976;Belgium;"Brussels Explorers";CC6mu49K-11
SC2_G18;2;IST-95976;Belgium;"Brussels Explorers";IdhfU91u-12
SC2_G18;2;IST-54943;"Czech Republic";"AD FONTES";iea8gcpW-4
SC2_G19;2;IST-46593;Germany;"DPSG Wegberg";dMWBRBaJ-7
SC2_G19;2;IST-46593;Germany;"DPSG Wegberg";zT6zBLJ0-8
SC2_G19;2;IST-64944;"Czech Republic";Želivák;7nYGien8-12
SC2_G19;2;IST-11133;Germany;"DPSG Kempen";noQg04tf-19
SC2_G19;2;IST-11133;Germany;"DPSG Kempen";0qDFvDiT-18
SC2_G19;2;IST-17058;"United States";"St. Bernhard";uzQI7xwF-21
SC2_G19;2;IST-17058;"United States";"St. Bernhard";D0VxGK7U-20
SC2_G19;2;IST-87889;"United States";"Girl Scouts of the USA";wU5IJ6wB-34
SC2_G19;2;IST-87889;"United States";"Girl Scouts of the USA";TlZQnHi8-33
SC2_G19;2;IST-64944;"Czech Republic";Želivák;RaEYX8mW-11
SC2_G20;2;IST-12285;"Czech Republic";Goliath;EvjtOCUD-8
SC2_G20;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";AZndDnxb-26
SC2_G20;2;IST-75688;"The Netherlands";"St. Rumoldus";KcWJFFpB-5
SC2_G20;2;IST-17058;Germany;"St. Bernhard";EO09r6id-4
SC2_G20;2;IST-17058;Germany;"St. Bernhard";CyuMKGr9-5
SC2_G20;2;IST-12285;"Czech Republic";Goliath;hnFNp3HL-7
SC2_G20;2;IST-11133;Germany;"DPSG Kempen";K6L4Lu2b-53
SC2_G20;2;IST-11133;Germany;"DPSG Kempen";Ed5yohXr-52
SC2_G20;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";eIn2rZR9-27
SC2_G20;2;IST-75688;"The Netherlands";"St. Rumoldus";oZfUAPes-6
SC2_G21;2;IST-63079;Poland;"Zawiercie 1";dacMQsof-7
SC2_G21;2;IST-16632;Poland;HSDeserterzy;bSsLpio5-4
SC2_G21;2;IST-64029;"United States";"1920G- Boy Scouts of America";sAlfLQeX-5
SC2_G21;2;IST-64029;"United States";"1920G- Boy Scouts of America";UPJDSNxx-4
SC2_G21;2;IST-16632;Poland;HSDeserterzy;qSmhcPXS-3
SC2_G21;2;IST-17338;"United States";"Wiesbaden Troop";IJWKBKXd-17
SC2_G21;2;IST-17338;"United States";"Wiesbaden Troop";fFFgnulf-16
SC2_G21;2;IST-63079;Poland;"Zawiercie 1";bBEvsZdD-6
SC2_G21;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";TmVhWcSG-32
SC2_G21;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";nh31lt7p-31
SC2_G22;2;IST-21266;"The Netherlands";"Scouting St. Martinus";2mpy5fdk-4
SC2_G22;2;IST-21266;"The Netherlands";"Scouting St. Martinus";Odt3DwhG-5
SC2_G22;2;IST-97382;"The Netherlands";"Scouting Ewijk";JtVt0KDs-12
SC2_G22;2;IST-11133;Germany;"DPSG Kempen";RoeYZpnF-20
SC2_G22;2;IST-11133;Germany;"DPSG Kempen";eviFJdfR-21
SC2_G22;2;IST-54943;"Czech Republic";"AD FONTES";GnCbQo8b-5
SC2_G22;2;IST-54943;"Czech Republic";"AD FONTES";sdCcTN2a-6
SC2_G22;2;IST-11256;GB;"1st Maisons-Laffitte International";jOOQf3xV-5
SC2_G22;2;IST-11256;GB;"1st Maisons-Laffitte International";GNsyqV5m-6
SC2_G22;2;IST-97382;"The Netherlands";"Scouting Ewijk";RhNuiP7E-11
SC2_G23;2;IST-11133;Germany;"DPSG Kempen";btBKpB4Q-55
SC2_G23;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";jjxAXQ0W-15
SC2_G23;2;IST-11133;Germany;"DPSG Kempen";S1hMCw8y-54
SC2_G23;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";DPZq6RmQ-16
SC2_G23;2;IST-18979;Belgium;"Central Brussels Scouts";Q14k2IF6-6
SC2_G23;2;IST-18979;Belgium;"Central Brussels Scouts";DbvqU460-7
SC2_G23;2;IST-19825;Poland;"30 WDH";ZAhJez9x-4
SC2_G23;2;IST-19825;Poland;"30 WDH";rEAjXJ00-5
SC2_G23;2;IST-18637;Poland;Gwardians;XeU1TTeT-4
SC2_G23;2;IST-18637;Poland;Gwardians;MQGMCup0-3
SC2_G24;2;IST-11133;GB;"DPSG Kempen";4gXvQuJU-154
SC2_G24;2;IST-10569;Slovakia;"zbor Irmy Ševcechovej";Msy6jYtz-5
SC2_G24;2;IST-10569;Slovakia;"zbor Irmy Ševcechovej";nUuALqoa-4
SC2_G24;2;IST-17058;Germany;"St. Bernhard";RDic5ngE-7
SC2_G24;2;IST-11133;GB;"DPSG Kempen";sEOZXTEz-155
SC2_G24;2;IST-17058;Germany;"St. Bernhard";YImjoKvF-6
SC2_G24;2;IST-19969;"United States";"White Roses / USA girl scouts overseas";4jvlgFDf-1
SC2_G24;2;IST-87889;"United States";"Girl Scouts of the USA";8hESPEXQ-2
SC2_G24;2;IST-87889;"United States";"Girl Scouts of the USA";7Vpe9DtP-1
SC2_G24;2;IST-19969;"United States";"White Roses / USA girl scouts overseas";JRVFbyGS-2
SC2_G25;2;IST-46593;Germany;"DPSG Wegberg";1hobUEqE-9
SC2_G25;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";yGRCo1gD-28
SC2_G25;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";wjAAHPFB-33
SC2_G25;2;IST-11133;GB;"DPSG Kempen";MZ24t8o2-180
SC2_G25;2;IST-11133;GB;"DPSG Kempen";NTL0PmFZ-181
SC2_G25;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";dbh8hamb-29
SC2_G25;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";tAm6N9gL-34
SC2_G25;2;IST-18820;Germany;"DPSG Stamm Cherusker";whOdnopv-8
SC2_G25;2;IST-18820;Germany;"DPSG Stamm Cherusker";q1CFRbh2-9
SC2_G25;2;IST-46593;Germany;"DPSG Wegberg";yjSteTEY-10
SC2_G26;2;IST-40890;"United States";303;xiXwDlYg-1
SC2_G26;2;IST-64335;"Czech Republic";"Středisko Severka";shBsWuc6-3
SC2_G26;2;IST-64335;"Czech Republic";"Středisko Severka";URQu6ZRK-2
SC2_G26;2;IST-40890;"United States";303;SF0e4o7w-2
SC2_G26;2;IST-64335;"Czech Republic";"Středisko Severka";HBjtkS1O-1
SC2_G26;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";zwX2tmcM-21
SC2_G26;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";YRqaXk72-22
SC2_G26;2;IST-18688;"Czech Republic";Core;8xSbx62f-7
SC2_G26;2;IST-18688;"Czech Republic";Core;DhYOXw2S-8
SC2_G27;2;IST-17058;"United States";"St. Bernhard";7u5ACEeO-23
SC2_G27;2;IST-19283;"Czech Republic";Stopaři;zjiU9Y5j-1
SC2_G27;2;IST-17058;"United States";"St. Bernhard";nFInwr5p-22
SC2_G27;2;IST-64029;"United States";"1920G- Boy Scouts of America";Lv1hZ0Gx-6
SC2_G27;2;IST-64029;"United States";"1920G- Boy Scouts of America";kz087KqF-7
SC2_G27;2;IST-16632;Poland;HSDeserterzy;X0VoJ1aw-5
SC2_G27;2;IST-16632;Poland;HSDeserterzy;PTWBXWgY-6
SC2_G27;2;IST-11133;Germany;"DPSG Kempen";CN2YxSdW-57
SC2_G27;2;IST-11133;Germany;"DPSG Kempen";umoSqsFx-56
SC2_G27;2;IST-19283;"Czech Republic";Stopaři;l8ATcePS-2
SC2_G28;2;IST-75688;"The Netherlands";"St. Rumoldus";XX4Ko8Ye-7
SC2_G28;2;IST-97382;"The Netherlands";"Scouting Ewijk";Ai1rpFjH-13
SC2_G28;2;IST-17338;"United States";"Wiesbaden Troop";EC5jf7TI-19
SC2_G28;2;IST-11133;Germany;"DPSG Kempen";hMYiMcxi-22
SC2_G28;2;IST-11133;Germany;"DPSG Kempen";di5RY7je-23
SC2_G28;2;IST-75688;"The Netherlands";"St. Rumoldus";Cbvh87zr-8
SC2_G28;2;IST-17338;"United States";"Wiesbaden Troop";Udmsw4o6-18
SC2_G28;2;IST-97382;"The Netherlands";"Scouting Ewijk";cCL0YtYp-14
SC2_G28;2;IST-54943;"Czech Republic";"AD FONTES";Q7Ckj5Ip-8
SC2_G28;2;IST-54943;"Czech Republic";"AD FONTES";6nfK3xci-7
SC2_G29;2;IST-21266;"The Netherlands";"Scouting St. Martinus";o5c1vEHF-7
SC2_G29;2;IST-63079;Poland;"Zawiercie 1";iGB7x78k-9
SC2_G29;2;IST-21266;"The Netherlands";"Scouting St. Martinus";RuYoMdyc-6
SC2_G29;2;IST-19969;"United States";"White Roses / USA girl scouts overseas";RX8z2W8N-4
SC2_G29;2;IST-19969;"United States";"White Roses / USA girl scouts overseas";IzdnkHSw-3
SC2_G29;2;IST-19825;Poland;"30 WDH";itXLRa2S-6
SC2_G29;2;IST-19825;Poland;"30 WDH";YjblSOzV-7
SC2_G29;2;IST-63079;Poland;"Zawiercie 1";6jYfuLMq-8
SC2_G29;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";bm06bYfn-17
SC2_G29;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";HRPvbtLO-18
SC2_G30;2;IST-18637;Poland;Gwardians;UbhCOA70-6
SC2_G30;2;IST-11256;GB;"1st Maisons-Laffitte International";GIIiG5gF-8
SC2_G30;2;IST-18637;Poland;Gwardians;eXAXSa6K-5
SC2_G30;2;IST-11133;GB;"DPSG Kempen";IDfo926E-156
SC2_G30;2;IST-11256;GB;"1st Maisons-Laffitte International";kKFfkt4u-7
SC2_G30;2;IST-11133;GB;"DPSG Kempen";BUrKkkOt-157
SC2_G30;2;IST-87889;"United States";"Girl Scouts of the USA";MStkJ3Ki-4
SC2_G30;2;IST-87889;"United States";"Girl Scouts of the USA";TYCAmFt1-3
SC2_G30;2;IST-54943;"Czech Republic";"AD FONTES";Kfe5jA3j-10
SC2_G30;2;IST-54943;"Czech Republic";"AD FONTES";LTE2Kbr2-9
SC2_G31;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";7JFtVUfb-2
SC2_G31;2;IST-11133;GB;"DPSG Kempen";lst5Vqi1-183
SC2_G31;2;IST-46593;Germany;"DPSG Wegberg";XUmBFai1-12
SC2_G31;2;IST-46593;Germany;"DPSG Wegberg";VJfl2LEK-11
SC2_G31;2;IST-11133;GB;"DPSG Kempen";LsKaLAO8-182
SC2_G31;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";p1n7EACU-1
SC2_G31;2;IST-19969;"United States";"White Roses / USA girl scouts overseas";3WMM7yx9-6
SC2_G31;2;IST-18979;Belgium;"Central Brussels Scouts";QT3a0vJh-9
SC2_G31;2;IST-18979;Belgium;"Central Brussels Scouts";utn5Bgkd-8
SC2_G31;2;IST-19969;"United States";"White Roses / USA girl scouts overseas";gOP9VLMx-5
SC2_G32;2;IST-18820;Germany;"DPSG Stamm Cherusker";HNVsj1Xp-11
SC2_G32;2;IST-64335;"Czech Republic";"Středisko Severka";okxNsBwr-4
SC2_G32;2;IST-16632;Poland;HSDeserterzy;RzPXmK5p-8
SC2_G32;2;IST-11133;Germany;"DPSG Kempen";6q0OmNe4-59
SC2_G32;2;IST-11133;Germany;"DPSG Kempen";xQm9JIrn-58
SC2_G32;2;IST-17058;Germany;"St. Bernhard";5NPTekTS-9
SC2_G32;2;IST-17058;Germany;"St. Bernhard";iwqBmr4X-8
SC2_G32;2;IST-18820;Germany;"DPSG Stamm Cherusker";mo2JKjxc-10
SC2_G32;2;IST-16632;Poland;HSDeserterzy;tftW47cm-7
SC2_G32;2;IST-64335;"Czech Republic";"Středisko Severka";hf9djguW-5
SC2_G33;2;IST-11133;Germany;"DPSG Kempen";GaajE7nZ-25
SC2_G33;2;IST-64029;"United States";"1920G- Boy Scouts of America";vEclxKOR-9
SC2_G33;2;IST-54943;"Czech Republic";"AD FONTES";gbqsMwIl-12
SC2_G33;2;IST-54943;"Czech Republic";"AD FONTES";FybKF6Zr-11
SC2_G33;2;IST-11133;Germany;"DPSG Kempen";cymjP9iU-24
SC2_G33;2;IST-18688;"Czech Republic";Core;o7lbPmZk-10
SC2_G33;2;IST-18688;"Czech Republic";Core;Nck1PJOX-9
SC2_G33;2;IST-19283;"Czech Republic";Stopaři;8Or50Oxa-3
SC2_G33;2;IST-64029;"United States";"1920G- Boy Scouts of America";M3GmK5fb-8
SC2_G33;2;IST-19283;"Czech Republic";Stopaři;yBrMgIfq-4
SC2_G34;2;IST-97382;"The Netherlands";"Scouting Ewijk";Dut64Mqu-16
SC2_G34;2;IST-97382;"The Netherlands";"Scouting Ewijk";zZE175f2-15
SC2_G34;2;IST-11133;Germany;"DPSG Kempen";cZLiJRuc-61
SC2_G34;2;IST-17058;"United States";"St. Bernhard";8FtMEayi-25
SC2_G34;2;IST-17338;"United States";"Wiesbaden Troop";FnJYFL6m-20
SC2_G34;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";SmrIrxRn-20
SC2_G34;2;IST-17058;"United States";"St. Bernhard";4hrXnUUw-24
SC2_G34;2;IST-17338;"United States";"Wiesbaden Troop";p6FzaU0m-21
SC2_G34;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";1QttRx3n-19
SC2_G34;2;IST-11133;Germany;"DPSG Kempen";aGnnifC0-60
SC2_G35;2;IST-33514;Poland;"FDDH 1";3f6UzCH1-14
SC2_G35;2;IST-33514;Poland;"FDDH 1";c518kuqt-15
SC2_G35;2;IST-11217;Poland;"424 DS ""Żywioły""";rbu2ocXU-3
SC2_G35;2;IST-75688;"The Netherlands";"St. Rumoldus";Kgvia13H-9
SC2_G35;2;IST-75688;"The Netherlands";"St. Rumoldus";ItZS479e-10
SC2_G35;2;IST-11217;Poland;"424 DS ""Żywioły""";fN9UFxCQ-1
SC2_G35;2;IST-11217;Poland;"424 DS ""Żywioły""";8MQw8GGg-2
SC2_G35;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";acUK4tN8-21
SC2_G35;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";EnWp8kl2-20
SC2_G36;2;IST-63079;Poland;"Zawiercie 1";5cyvMJSS-11
SC2_G36;2;IST-63079;Poland;"Zawiercie 1";mPozuaNn-10
SC2_G36;2;IST-11133;GB;"DPSG Kempen";WniCGihP-158
SC2_G36;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";zTpRMc0J-1
SC2_G36;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";oPGpbJ9Y-2
SC2_G36;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";QByHDbXa-3
SC2_G36;2;IST-84861;"Czech Republic";Třebechovice;RtqybCjs-16
SC2_G36;2;IST-84861;"Czech Republic";Třebechovice;XheCCXwm-15
SC2_G36;2;IST-11133;GB;"DPSG Kempen";YGw4uCYA-159
SC2_G37;2;IST-87889;"United States";"Girl Scouts of the USA";vQg3J7zO-6
SC2_G37;2;IST-46593;Germany;"DPSG Wegberg";9cHCtpzo-14
SC2_G37;2;IST-11133;Germany;"DPSG Kempen";oS3WEud7-63
SC2_G37;2;IST-87889;"United States";"Girl Scouts of the USA";cpu3WaQP-5
SC2_G37;2;IST-18637;Poland;Gwardians;Jn0gSYtE-7
SC2_G37;2;IST-18637;Poland;Gwardians;GJ6RRDNj-8
SC2_G37;2;IST-11256;GB;"1st Maisons-Laffitte International";0hx1y9Tx-10
SC2_G37;2;IST-11133;Germany;"DPSG Kempen";0plk8KLT-62
SC2_G37;2;IST-11256;GB;"1st Maisons-Laffitte International";YXEirg3N-9
SC2_G37;2;IST-46593;Germany;"DPSG Wegberg";cEuUGefg-13
SC2_G38;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";Lksq4t9U-3
SC2_G38;2;IST-11133;GB;"DPSG Kempen";60uJ1nGL-184
SC2_G38;2;IST-11133;GB;"DPSG Kempen";VUCaThXC-185
SC2_G38;2;IST-64335;"Czech Republic";"Středisko Severka";7GNonQvU-7
SC2_G38;2;IST-54943;"Czech Republic";"AD FONTES";3WzQQwdz-13
SC2_G38;2;IST-54943;"Czech Republic";"AD FONTES";ZNUDlEn1-14
SC2_G38;2;IST-18979;Belgium;"Central Brussels Scouts";8c3XFRHF-10
SC2_G38;2;IST-18979;Belgium;"Central Brussels Scouts";SemMcjPN-11
SC2_G38;2;IST-64335;"Czech Republic";"Středisko Severka";0SC6P1AQ-6
SC2_G38;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";4SGrHYtw-4
SC2_G39;2;IST-17058;Germany;"St. Bernhard";taNSYTth-10
SC2_G39;2;IST-16632;Poland;HSDeserterzy;CKv2Y9mo-10
SC2_G39;2;IST-18820;Germany;"DPSG Stamm Cherusker";l6UVyDex-13
SC2_G39;2;IST-64029;"United States";"1920G- Boy Scouts of America";S6OGAjel-11
SC2_G39;2;IST-11133;Germany;"DPSG Kempen";iZjHDTwn-65
SC2_G39;2;IST-11133;Germany;"DPSG Kempen";3C07l4fx-64
SC2_G39;2;IST-17058;Germany;"St. Bernhard";Zm4cRUaG-11
SC2_G39;2;IST-16632;Poland;HSDeserterzy;v7bZIi9K-9
SC2_G39;2;IST-64029;"United States";"1920G- Boy Scouts of America";kteWhLUX-10
SC2_G39;2;IST-18820;Germany;"DPSG Stamm Cherusker";lw19Djke-12
SC2_G40;2;IST-18688;"Czech Republic";Core;tgJLE6uB-12
SC2_G40;2;IST-19283;"Czech Republic";Stopaři;oLmQT3qP-5
SC2_G40;2;IST-11133;Germany;"DPSG Kempen";2yK4EiMw-27
SC2_G40;2;IST-97382;"The Netherlands";"Scouting Ewijk";9LOzrSW3-18
SC2_G40;2;IST-18688;"Czech Republic";Core;4YNpqxQz-11
SC2_G40;2;IST-19283;"Czech Republic";Stopaři;8TDJ1lrF-6
SC2_G40;2;IST-97382;"The Netherlands";"Scouting Ewijk";dayen9nE-17
SC2_G40;2;IST-54943;"Czech Republic";"AD FONTES";mQvXXiPD-16
SC2_G40;2;IST-54943;"Czech Republic";"AD FONTES";mDl07Pf3-15
SC2_G40;2;IST-11133;Germany;"DPSG Kempen";VdyTNppd-26
SC2_G41;2;IST-64369;"Czech Republic";"Fata Morgana";w3ZdqQV0-1
SC2_G41;2;IST-64369;"Czech Republic";"Fata Morgana";cfyYkUon-3
SC2_G41;2;IST-64369;"Czech Republic";"Fata Morgana";gHTjXmgL-2
SC2_G41;2;IST-19768;"United States";"Troop 681 Basel";sMqxXK8R-2
SC2_G41;2;IST-19768;"United States";"Troop 681 Basel";W4MTJDd1-3
SC2_G41;2;IST-15785;"The Netherlands";"Marnix van Sint Aldegonde";SaLaqn1N-3
SC2_G41;2;IST-15785;"The Netherlands";"Marnix van Sint Aldegonde";On18xDDE-2
SC2_G41;2;IST-15785;"The Netherlands";"Marnix van Sint Aldegonde";HfMKKgUV-1
SC2_G41;2;IST-19768;"United States";"Troop 681 Basel";9oAAjO99-1
SC2_G42;2;IST-87889;"United States";"Girl Scouts of the USA";WYFfsyf0-8
SC2_G42;2;IST-11217;Poland;"424 DS ""Żywioły""";nFb7bL4R-4
SC2_G42;2;IST-87889;"United States";"Girl Scouts of the USA";6VEVwAwu-7
SC2_G42;2;IST-11217;Poland;"424 DS ""Żywioły""";ysPp1U0X-5
SC2_G42;2;IST-11133;Germany;"DPSG Kempen";6mnPwXMg-66
SC2_G42;2;IST-11133;Germany;"DPSG Kempen";f5CDkIpt-67
SC2_G42;2;IST-75688;"The Netherlands";"St. Rumoldus";AKXe3sEm-11
SC2_G42;2;IST-75688;"The Netherlands";"St. Rumoldus";a5aCAESh-12
SC2_G42;2;IST-17338;"United States";"Wiesbaden Troop";bYe2T8Nk-23
SC2_G42;2;IST-17338;"United States";"Wiesbaden Troop";BroaWBks-22
SC2_G43;2;IST-54943;"Czech Republic";"AD FONTES";jIcHPYsO-17
SC2_G43;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";MddNsqdb-5
SC2_G43;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";bm2GrpYT-6
SC2_G43;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";EcPYGAAU-5
SC2_G43;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";ELO6NjsS-4
SC2_G43;2;IST-63079;Poland;"Zawiercie 1";fZTByNbt-13
SC2_G43;2;IST-54943;"Czech Republic";"AD FONTES";x0sQnRkv-18
SC2_G43;2;IST-11133;GB;"DPSG Kempen";pd3hdjM0-161
SC2_G43;2;IST-11133;GB;"DPSG Kempen";TpD8TRDL-160
SC2_G43;2;IST-63079;Poland;"Zawiercie 1";UrDaIQHr-12
SC2_G44;2;IST-46593;Germany;"DPSG Wegberg";AGEVoRbO-15
SC2_G44;2;IST-11133;GB;"DPSG Kempen";guXEVvIH-139
SC2_G44;2;IST-17214;Poland;HSDeserterki;bQLMSDPS-1
SC2_G44;2;IST-18637;Poland;Gwardians;jnNF35t5-9
SC2_G44;2;IST-11133;GB;"DPSG Kempen";eL1AIUcj-138
SC2_G44;2;IST-17214;Poland;HSDeserterki;UoVi8tbm-3
SC2_G44;2;IST-17214;Poland;HSDeserterki;wTqbuGk1-2
SC2_G44;2;IST-46593;Germany;"DPSG Wegberg";OUDUKpiE-16
SC2_G44;2;IST-18637;Poland;Gwardians;8nh75zeq-10
SC2_G45;2;IST-11133;GB;"DPSG Kempen";An5gzhkw-186
SC2_G45;2;IST-54943;"Czech Republic";"AD FONTES";znWxYxPN-19
SC2_G45;2;IST-64335;"Czech Republic";"Středisko Severka";IHPVtceR-9
SC2_G45;2;IST-64335;"Czech Republic";"Středisko Severka";2vsUSEob-8
SC2_G45;2;IST-64369;"Czech Republic";"Fata Morgana";j1W3K9Sl-4
SC2_G45;2;IST-64369;"Czech Republic";"Fata Morgana";kkO9bX8G-5
SC2_G45;2;IST-18979;Belgium;"Central Brussels Scouts";jTeFIYWv-12
SC2_G45;2;IST-18979;Belgium;"Central Brussels Scouts";EBENSJft-13
SC2_G45;2;IST-54943;"Czech Republic";"AD FONTES";vSGLYmLI-20
SC2_G45;2;IST-11133;GB;"DPSG Kempen";NJomy7sD-187
SC2_G46;2;IST-20570;Poland;Granda;RnlRial2-6
SC2_G46;2;IST-83825;Poland;"FDDH 2";gXQ6K3YH-13
SC2_G46;2;IST-83825;Poland;"FDDH 2";c6UEwrl4-12
SC2_G46;2;IST-11133;Germany;"DPSG Kempen";rqPRzjAp-44
SC2_G46;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";gXnxcg9L-1
SC2_G46;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";hV2TVHwu-2
